0.1,-9.8121
0.1,-11.251
0.1,-8.6207
0.1,-8.9918
0.1,-7.5512
0.1,-10.2
0.1,-9.8118
0.1,-11.251
0.1,-8.6181
0.1,-8.993
0.1,-7.5522
0.1,-10.198
0.1,-9.8115
0.1,-11.248
0.1,-8.6199
0.1,-8.9912
0.1,-7.5587
0.1,-10.197
0.1,-9.8119
0.1,-11.25
0.1,-8.6169
0.1,-8.9912
0.1,-7.5531
0.1,-10.196
0.1,-9.8118
0.1,-11.245
0.1,-8.6226
0.1,-8.9909
0.1,-7.5548
0.1,-10.192
0.1,-9.8072
0.1,-11.252
0.1,-8.6189
0.1,-8.9919
0.1,-7.5508
0.1,-10.2
0.1,-9.8135
0.1,-11.246
0.1,-8.6109
0.1,-8.9884
0.1,-7.5589
0.1,-10.195
0.1,-9.8104
0.1,-11.246
0.1,-8.619
0.1,-8.9905
0.1,-7.558
0.1,-10.197
0.1,-9.8135
0.1,-11.243
0.1,-8.6232
0.1,-8.9909
0.1,-7.5563
0.1,-10.192
0.1,-9.8081
0.1,-11.251
0.1,-8.6205
0.1,-8.9926
0.1,-7.5515
0.1,-10.198
0.1,-9.8117
0.1,-11.249
0.1,-8.6207
0.1,-8.9915
0.1,-7.5506
0.1,-10.199
0.1,-9.8143
0.1,-11.253
0.1,-8.6145
0.1,-8.8999
0.1,-8.8998
0.1,-8.9907
0.1,-7.5543
0.1,-10.198
0.1,-9.8139
0.1,-11.245
0.1,-8.6211
0.1,-8.9895
0.1,-7.5551
0.1,-10.194
0.1,-9.8128
0.1,-11.246
0.1,-8.622
0.1,-8.9907
0.1,-7.5534
0.1,-10.192
0.1,-9.8071
0.1,-11.253
0.1,-8.6184
0.2,45.586
0.2,48.111
0.2,47.947
0.2,48.012
0.2,47.818
0.2,48.703
0.2,46.168
0.2,46.338
0.2,46.279
0.2,46.477
0.2,45.579
0.2,48.116
0.2,47.944
0.2,48.009
0.2,47.824
0.2,48.702
0.2,46.161
0.2,46.337
0.2,46.285
0.2,46.473
0.2,45.582
0.2,48.111
0.2,47.947
0.2,48.013
0.2,47.817
0.2,48.706
0.2,46.167
0.2,46.339
0.2,46.279
0.2,46.477
0.2,45.578
0.2,48.117
0.2,47.945
0.2,48.01
0.2,47.824
0.2,48.703
0.2,46.161
0.2,46.337
0.2,46.285
0.2,46.472
0.2,45.582
0.2,48.111
0.2,47.947
0.2,48.014
0.2,47.817
0.2,48.707
0.2,46.166
0.2,46.339
0.2,46.278
0.2,46.477
0.2,45.576
0.2,48.117
0.2,47.945
0.2,48.01
0.2,47.824
0.2,48.705
0.2,46.16
0.2,46.337
0.2,46.284
0.2,46.473
0.2,45.58
0.2,48.112
0.2,47.947
0.2,48.014
0.2,47.817
0.2,48.708
0.2,46.166
0.2,46.338
0.2,46.278
0.2,46.478
0.2,45.575
0.2,48.112
0.2,47.945
0.2,48.014
0.2,47.819
0.2,48.709
0.2,46.165
0.2,46.339
0.2,46.279
0.2,46.476
0.2,45.576
0.2,48.113
0.2,47.944
0.2,48.014
0.2,47.819
0.2,48.709
0.2,46.163
0.2,46.339
0.2,46.279
0.2,46.477
0.2,45.577
0.2,48.119
0.2,47.945
0.2,48.011
0.2,47.824
0.2,48.705
0.2,46.16
0.2,46.336
0.2,46.283
0.2,46.473
0.2,45.58
0.2,48.11
0.2,47.947
0.2,48.015
0.2,47.818
0.2,48.711
0.2,46.165
0.2,46.339
0.2,46.278
0.2,46.476
0.2,45.575
0.2,48.114
0.2,47.944
0.2,48.015
0.2,47.819
0.2,48.71
0.2,46.158
0.2,46.339
0.2,46.283
0.2,46.472
0.2,45.58
0.2,48.114
0.2,47.947
0.2,48.014
0.2,47.818
0.2,48.709
0.2,46.165
0.2,46.338
0.2,46.277
0.2,46.476
0.2,45.577
0.2,48.113
0.2,47.944
0.2,48.015
0.2,47.82
0.2,48.709
0.2,46.158
0.2,46.339
0.2,46.283
0.2,46.472
0.2,45.579
0.2,48.118
0.2,47.947
0.2,48.01
0.2,47.822
0.3,-46.245
0.3,-45.638
0.3,-48.155
0.3,-48.064
0.3,-48.201
0.3,-47.949
0.3,-48.581
0.3,-46.068
0.3,-46.154
0.3,-45.996
0.3,-46.245
0.3,-45.638
0.3,-48.154
0.3,-48.064
0.3,-48.202
0.3,-47.95
0.3,-48.581
0.3,-46.068
0.3,-46.154
0.3,-45.997
0.3,-46.245
0.3,-45.638
0.3,-48.154
0.3,-48.064
0.3,-48.201
0.3,-47.949
0.3,-48.581
0.3,-46.068
0.3,-46.154
0.3,-45.997
0.3,-46.245
0.3,-45.638
0.3,-48.154
0.3,-48.064
0.3,-48.202
0.3,-47.949
0.3,-48.58
0.3,-46.068
0.3,-46.154
0.3,-45.997
0.3,-46.245
0.3,-45.638
0.3,-48.154
0.3,-48.064
0.3,-48.201
0.3,-47.949
0.3,-48.58
0.3,-46.068
0.3,-46.154
0.3,-45.997
0.3,-46.245
0.3,-45.638
0.3,-48.154
0.3,-48.064
0.3,-48.201
0.3,-47.949
0.3,-48.58
0.3,-46.068
0.3,-46.154
0.3,-45.997
0.3,-46.245
0.3,-45.639
0.3,-48.154
0.3,-48.064
0.3,-48.201
0.3,-47.95
0.3,-48.58
0.3,-46.069
0.3,-46.154
0.3,-45.997
0.3,-46.245
0.3,-45.639
0.3,-48.154
0.3,-48.064
0.3,-48.201
0.3,-47.949
0.3,-48.58
